"模板 ID","模板名称","分类","步骤编号","前置状态","操作步骤","操作对象实例 ID","DefinitionName","操作端或按钮含义","操作类型","等待时间","预期 KM 状态","预期 KT 状态","预期 SQ 状态","预期电机状态","预期灯泡或风扇状态","预期运动方向或位置","预期参数估算","预期检查助手结果","数据或代码证据来源","是否需项目负责人确认"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否；Contactor_KM_380V#2=CoilOff，线圈=否，主触点=否","模板默认状态未包含 KT。","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Stopped，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","forward_button_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","reverse_button_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","motor_forward_reverse_interlock-R-007","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否","模板默认状态未包含 KT。","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Stopped，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","jog_1","Button_Compound_Green_SB","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_jog_continuous","点动与连续运行混合控制电路","工业电路","motor_jog_continuous-R-007","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilEnergized，线圈=是，主触点=是","模板默认状态未包含 KT。","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Forward，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_jog_control","电动机点动控制电路","工业电路","motor_jog_control-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否","模板默认状态未包含 KT。","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Stopped，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_self_hold_control","电动机连续运行控制电路","工业电路","motor_self_hold_control-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否；Contactor_KM_380V#2=CoilOff，线圈=否，主触点=否","Timer_OnDelay_380V#1=CoilOff，Reset，延时到达=否","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Stopped，星三角=；Motor_ThreePhase_380V#2=Stopped，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","kt_1","Timer_OnDelay_380V","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-007","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","仅在线圈已经得电的前提下保持仿真运行，等待 delaySeconds 指定时长。","kt_1","Timer_OnDelay_380V","见操作步骤","等待","3s","","条件确定：线圈得电且等待不足 3s 时为 Timing；达到 3s 时为 Elapsed，15/18 闭合、15/16 断开；线圈失电即 Reset。","","","","","","","SimulationEngine.UpdateOnDelayTimerRuntimeState / AddInternalConnections；模板参数 delaySeconds。","是"
"motor_sequential_start_timer","两电机时间继电器顺序启动控制电路","工业电路","motor_sequential_start_timer-R-008","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否；Contactor_KM_380V#2=CoilOff，线圈=否，主触点=否；Contactor_KM_380V#3=CoilOff，线圈=否，主触点=否","Timer_OnDelay_380V#1=CoilOff，Reset，延时到达=否","模板默认状态未包含 SQ。","Motor_StarDelta_380V#1=Stopped，星三角=Unknown","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","kt_timer","Timer_OnDelay_380V","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-007","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","仅在线圈已经得电的前提下保持仿真运行，等待 delaySeconds 指定时长。","kt_timer","Timer_OnDelay_380V","见操作步骤","等待","3s","","条件确定：线圈得电且等待不足 3s 时为 Timing；达到 3s 时为 Elapsed，15/18 闭合、15/16 断开；线圈失电即 Reset。","","","","","","","SimulationEngine.UpdateOnDelayTimerRuntimeState / AddInternalConnections；模板参数 delaySeconds。","是"
"motor_star_delta_start","星三角降压启动控制电路","工业电路","motor_star_delta_start-R-008","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-001","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","加载模板后点击“开始仿真”，再点击“检查当前电路”。","Workspace","","见操作步骤","点击","","Contactor_KM_380V#1=CoilOff，线圈=否，主触点=否","模板默认状态未包含 KT。","模板默认状态未包含 SQ。","Motor_ThreePhase_380V#1=Stopped，星三角=","模板默认状态未包含灯泡或风扇。","不适用。","Inspector 报告快照包含“参数估算” Section；具体数值未由快照字段结构化保存，需项目负责人确认。","结构化 Validation 基线：Error=0，Warning=0；RuleId=。","TemplateStaticSnapshots.json + InspectorReportSnapshots.json；WorkspaceController.StartSimulation。","否"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-002","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","breaker_3p_1","Breaker_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-003","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fuse_3p_1","Fuse_3P","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-004","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","双击该可切换元件的操作区域切换状态，再执行一次仿真刷新；完成后恢复模板初始状态。","fr_1","ThermalRelay_FR_380V","见操作步骤","切换","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerClick/Toggle。","是"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-005","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","stop_1","Button_Stop_NC","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-006","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","在仿真运行中按下并保持该瞬时按钮，观察后释放；每次状态变化后由当前实现刷新仿真。","start_1","Button_Start_NO","见操作步骤","按下 / 释放","","","","","","","","","局部开闭状态由 CircuitComponent 改变；负载、KM、KT、SQ 与电机的后续状态需项目负责人确认，当前快照只固定默认状态。","CircuitComponent.OnPointerDown/OnPointerUp/SetMomentaryPressed。","是"
"motor_thermal_protection","热继电器保护电动机控制电路","工业电路","motor_thermal_protection-R-007","模板 JSON 默认 isClosed；运行态在 StartSimulation 后建立。","点击“停止仿真”，随后重新加载同一模板。","Workspace","","见操作步骤","复位","","","TimerRuntimeState 被 ResetAll 清理；不保留上一轮计时。","","","","MotionRuntimeState 被 ResetAll 清理；重新创建时 Position=50、Direction=Stopped。","","停止不改写模板 JSON；重新加载后回到模板保存的 isClosed 与参数。","WorkspaceController.StopSimulation；SimulationEngine.ResetRuntimeState；RuntimeStateManager.ResetAll。","否"
